Idx 160; By LR; LR Iter11 %: 0.27; BT Iter2 %: 0.17; LR Acc: 55.00 | BT Acc: 53.85 | LM Acc: 93.33 | TT Acc: 83.12
Idx 161; By BT; LR Iter11 %: 0.27; BT Iter2 %: 0.17; LR Acc: 54.66 | BT Acc: 54.24 | LM Acc: 93.33 | TT Acc: 83.23
Idx 162; By BT; LR Iter11 %: 0.27; BT Iter2 %: 0.18; LR Acc: 54.94 | BT Acc: 53.78 | LM Acc: 93.33 | TT Acc: 82.72
Idx 163; By LM; LR Iter11 %: 0.26; BT Iter2 %: 0.18; LR Acc: 54.60 | BT Acc: 54.17 | LM Acc: 93.41 | TT Acc: 82.82
Idx 164; By LM; LR Iter11 %: 0.26; BT Iter2 %: 0.18; LR Acc: 54.27 | BT Acc: 54.55 | LM Acc: 93.48 | TT Acc: 82.93
Idx 165; By BT; LR Iter11 %: 0.26; BT Iter2 %: 0.18; LR Acc: 54.55 | BT Acc: 54.10 | LM Acc: 93.48 | TT Acc: 82.42
Idx 166; By BT; LR Iter11 %: 0.26; BT Iter2 %: 0.19; LR Acc: 54.22 | BT Acc: 54.47 | LM Acc: 93.48 | TT Acc: 82.53
Idx 167; By LM; LR Iter11 %: 0.26; BT Iter2 %: 0.19; LR Acc: 54.49 | BT Acc: 54.03 | LM Acc: 93.55 | TT Acc: 82.63
Idx 168; By LR; LR Iter11 %: 0.26; BT Iter2 %: 0.18; LR Acc: 54.76 | BT Acc: 54.03 | LM Acc: 93.55 | TT Acc: 82.74
Idx 169; By LR; LR Iter11 %: 0.27; BT Iter2 %: 0.18; LR Acc: 55.03 | BT Acc: 54.03 | LM Acc: 93.55 | TT Acc: 82.84
Idx 170; By LR; LR Iter11 %: 0.27; BT Iter2 %: 0.18; LR Acc: 55.29 | BT Acc: 54.03 | LM Acc: 93.55 | TT Acc: 82.94
Idx 171; By BT; LR Iter11 %: 0.27; BT Iter2 %: 0.19; LR Acc: 54.97 | BT Acc: 54.40 | LM Acc: 93.55 | TT Acc: 83.04
Idx 172; By LM; LR Iter11 %: 0.27; BT Iter2 %: 0.19; LR Acc: 54.65 | BT Acc: 54.76 | LM Acc: 93.62 | TT Acc: 83.14
Idx 173; By BT; LR Iter11 %: 0.27; BT Iter2 %: 0.19; LR Acc: 54.91 | BT Acc: 55.12 | LM Acc: 93.62 | TT Acc: 83.24
Idx 174; By LM; LR Iter11 %: 0.26; BT Iter2 %: 0.19; LR Acc: 54.60 | BT Acc: 55.47 | LM Acc: 93.68 | TT Acc: 83.33
Idx 175; By BT; LR Iter11 %: 0.26; BT Iter2 %: 0.19; LR Acc: 54.86 | BT Acc: 55.81 | LM Acc: 93.68 | TT Acc: 83.43
Idx 176; By BT; LR Iter11 %: 0.26; BT Iter2 %: 0.20; LR Acc: 54.55 | BT Acc: 56.15 | LM Acc: 93.68 | TT Acc: 83.52
Idx 177; By LR; LR Iter11 %: 0.27; BT Iter2 %: 0.20; LR Acc: 54.24 | BT Acc: 56.15 | LM Acc: 93.68 | TT Acc: 83.05
Idx 178; By BT; LR Iter11 %: 0.26; BT Iter2 %: 0.20; LR Acc: 53.93 | BT Acc: 56.49 | LM Acc: 93.68 | TT Acc: 83.15
Idx 179; By LR; LR Iter11 %: 0.27; BT Iter2 %: 0.20; LR Acc: 54.19 | BT Acc: 56.49 | LM Acc: 93.68 | TT Acc: 83.24
Idx 180; By LM; LR Iter11 %: 0.27; BT Iter2 %: 0.20; LR Acc: 54.44 | BT Acc: 56.06 | LM Acc: 93.75 | TT Acc: 83.33
Idx 181; By LM; LR Iter12 %: 0.27; BT Iter3 %: 0.20; LR Acc: 54.14 | BT Acc: 55.64 | LM Acc: 93.81 | TT Acc: 83.43
Idx 182; By LM; LR Iter12 %: 0.26; BT Iter3 %: 0.20; LR Acc: 54.40 | BT Acc: 55.22 | LM Acc: 93.88 | TT Acc: 83.52
Idx 183; By LM; LR Iter12 %: 0.26; BT Iter3 %: 0.20; LR Acc: 54.10 | BT Acc: 54.81 | LM Acc: 93.94 | TT Acc: 83.61
Idx 184; By LM; LR Iter12 %: 0.26; BT Iter3 %: 0.20; LR Acc: 54.35 | BT Acc: 54.41 | LM Acc: 94.00 | TT Acc: 83.70
Idx 185; By LM; LR Iter12 %: 0.26; BT Iter3 %: 0.19; LR Acc: 54.59 | BT Acc: 54.74 | LM Acc: 94.06 | TT Acc: 83.78
Idx 186; By LM; LR Iter12 %: 0.26; BT Iter3 %: 0.19; LR Acc: 54.84 | BT Acc: 54.35 | LM Acc: 93.14 | TT Acc: 83.33
Idx 187; By LM; LR Iter12 %: 0.26; BT Iter3 %: 0.19; LR Acc: 55.08 | BT Acc: 53.96 | LM Acc: 93.20 | TT Acc: 83.42
Idx 188; By LR; LR Iter12 %: 0.26; BT Iter3 %: 0.19; LR Acc: 55.32 | BT Acc: 53.96 | LM Acc: 93.20 | TT Acc: 83.51
Idx 189; By LM; LR Iter12 %: 0.26; BT Iter3 %: 0.19; LR Acc: 55.56 | BT Acc: 53.57 | LM Acc: 93.27 | TT Acc: 83.60
Idx 190; By LM; LR Iter13 %: 0.26; BT Iter3 %: 0.19; LR Acc: 55.26 | BT Acc: 53.90 | LM Acc: 93.33 | TT Acc: 83.68
Idx 191; By LM; LR Iter13 %: 0.26; BT Iter3 %: 0.19; LR Acc: 54.97 | BT Acc: 54.23 | LM Acc: 93.40 | TT Acc: 83.77
Idx 192; By LR; LR Iter13 %: 0.26; BT Iter3 %: 0.19; LR Acc: 55.21 | BT Acc: 54.23 | LM Acc: 93.40 | TT Acc: 83.85
Idx 193; By LR; LR Iter13 %: 0.26; BT Iter3 %: 0.19; LR Acc: 55.44 | BT Acc: 54.23 | LM Acc: 93.40 | TT Acc: 83.94
Idx 194; By LM; LR Iter13 %: 0.26; BT Iter3 %: 0.19; LR Acc: 55.15 | BT Acc: 54.55 | LM Acc: 93.46 | TT Acc: 84.02
Idx 195; By LM; LR Iter13 %: 0.26; BT Iter3 %: 0.18; LR Acc: 55.38 | BT Acc: 54.17 | LM Acc: 93.52 | TT Acc: 84.10
Idx 196; By LM; LR Iter13 %: 0.26; BT Iter3 %: 0.18; LR Acc: 55.61 | BT Acc: 54.48 | LM Acc: 93.58 | TT Acc: 84.18
Idx 197; By LM; LR Iter13 %: 0.26; BT Iter3 %: 0.18; LR Acc: 55.84 | BT Acc: 54.11 | LM Acc: 93.64 | TT Acc: 84.26
Idx 198; By LM; LR Iter13 %: 0.26; BT Iter3 %: 0.18; LR Acc: 55.56 | BT Acc: 54.42 | LM Acc: 93.69 | TT Acc: 84.34
Idx 199; By LR; LR Iter13 %: 0.26; BT Iter3 %: 0.18; LR Acc: 55.28 | BT Acc: 54.42 | LM Acc: 93.69 | TT Acc: 83.92
Idx 200; By LM; LR Iter13 %: 0.26; BT Iter3 %: 0.18; LR Acc: 55.50 | BT Acc: 54.73 | LM Acc: 92.86 | TT Acc: 83.50
Idx 201; By LM; LR Iter14 %: 0.26; BT Iter3 %: 0.18; LR Acc: 55.72 | BT Acc: 54.36 | LM Acc: 92.92 | TT Acc: 83.58
Idx 202; By LM; LR Iter14 %: 0.26; BT Iter3 %: 0.18; LR Acc: 55.94 | BT Acc: 54.00 | LM Acc: 92.98 | TT Acc: 83.66
Idx 203; By LM; LR Iter14 %: 0.26; BT Iter3 %: 0.18; LR Acc: 56.16 | BT Acc: 53.64 | LM Acc: 93.04 | TT Acc: 83.74
Idx 204; By LM; LR Iter14 %: 0.25; BT Iter3 %: 0.18; LR Acc: 55.88 | BT Acc: 53.95 | LM Acc: 93.10 | TT Acc: 83.82
Idx 205; By LR; LR Iter14 %: 0.26; BT Iter3 %: 0.18; LR Acc: 56.10 | BT Acc: 53.95 | LM Acc: 93.10 | TT Acc: 83.90
Idx 206; By LM; LR Iter14 %: 0.26; BT Iter3 %: 0.17; LR Acc: 55.83 | BT Acc: 54.25 | LM Acc: 93.16 | TT Acc: 83.98
Idx 207; By LM; LR Iter14 %: 0.26; BT Iter3 %: 0.17; LR Acc: 56.04 | BT Acc: 54.55 | LM Acc: 93.22 | TT Acc: 84.06
Idx 208; By LM; LR Iter14 %: 0.25; BT Iter3 %: 0.17; LR Acc: 56.25 | BT Acc: 54.84 | LM Acc: 93.28 | TT Acc: 84.13
Idx 209; By LM; LR Iter14 %: 0.25; BT Iter3 %: 0.17; LR Acc: 55.98 | BT Acc: 54.49 | LM Acc: 93.33 | TT Acc: 84.21
Idx 210; By LM; LR Iter15 %: 0.25; BT Iter3 %: 0.17; LR Acc: 55.71 | BT Acc: 54.14 | LM Acc: 93.39 | TT Acc: 84.29
Idx 211; By LM; LR Iter15 %: 0.25; BT Iter3 %: 0.17; LR Acc: 55.45 | BT Acc: 53.80 | LM Acc: 93.44 | TT Acc: 84.36
Idx 212; By LM; LR Iter15 %: 0.25; BT Iter3 %: 0.17; LR Acc: 55.66 | BT Acc: 53.46 | LM Acc: 93.50 | TT Acc: 84.43
Idx 213; By LM; LR Iter15 %: 0.25; BT Iter3 %: 0.17; LR Acc: 55.87 | BT Acc: 53.12 | LM Acc: 93.55 | TT Acc: 84.51
Idx 214; By LM; LR Iter15 %: 0.25; BT Iter3 %: 0.17; LR Acc: 55.61 | BT Acc: 52.80 | LM Acc: 93.60 | TT Acc: 84.58
Idx 215; By LM; LR Iter15 %: 0.25; BT Iter3 %: 0.17; LR Acc: 55.81 | BT Acc: 53.09 | LM Acc: 93.65 | TT Acc: 84.65
Idx 216; By LM; LR Iter15 %: 0.25; BT Iter3 %: 0.17; LR Acc: 55.56 | BT Acc: 53.37 | LM Acc: 93.70 | TT Acc: 84.72
Idx 217; By LM; LR Iter15 %: 0.24; BT Iter3 %: 0.17; LR Acc: 55.30 | BT Acc: 53.66 | LM Acc: 93.75 | TT Acc: 84.79
Idx 218; By LM; LR Iter16 %: 0.24; BT Iter4 %: 0.17; LR Acc: 55.05 | BT Acc: 53.33 | LM Acc: 93.80 | TT Acc: 84.86
Idx 219; By LM; LR Iter16 %: 0.24; BT Iter4 %: 0.16; LR Acc: 54.79 | BT Acc: 53.01 | LM Acc: 93.08 | TT Acc: 84.47
Idx 220; By LM; LR Iter16 %: 0.24; BT Iter4 %: 0.16; LR Acc: 54.55 | BT Acc: 53.29 | LM Acc: 93.13 | TT Acc: 84.55
Idx 221; By LR; LR Iter16 %: 0.24; BT Iter4 %: 0.16; LR Acc: 54.75 | BT Acc: 53.29 | LM Acc: 93.13 | TT Acc: 84.62
Idx 222; By LM; LR Iter16 %: 0.24; BT Iter4 %: 0.16; LR Acc: 54.95 | BT Acc: 53.57 | LM Acc: 93.18 | TT Acc: 84.68
Idx 223; By LM; LR Iter16 %: 0.24; BT Iter4 %: 0.16; LR Acc: 55.16 | BT Acc: 53.25 | LM Acc: 93.23 | TT Acc: 84.75
Idx 224; By LM; LR Iter16 %: 0.24; BT Iter4 %: 0.16; LR Acc: 54.91 | BT Acc: 52.94 | LM Acc: 93.28 | TT Acc: 84.82
Idx 225; By LM; LR Iter16 %: 0.24; BT Iter4 %: 0.16; LR Acc: 55.11 | BT Acc: 53.22 | LM Acc: 93.33 | TT Acc: 84.89
Idx 226; By LR; LR Iter16 %: 0.24; BT Iter4 %: 0.16; LR Acc: 55.31 | BT Acc: 53.22 | LM Acc: 93.33 | TT Acc: 84.96
Idx 227; By LR; LR Iter16 %: 0.25; BT Iter4 %: 0.16; LR Acc: 55.51 | BT Acc: 53.22 | LM Acc: 93.33 | TT Acc: 85.02
Idx 228; By LM; LR Iter16 %: 0.25; BT Iter4 %: 0.16; LR Acc: 55.26 | BT Acc: 52.91 | LM Acc: 93.38 | TT Acc: 85.09
Idx 229; By LM; LR Iter17 %: 0.24; BT Iter4 %: 0.16; LR Acc: 55.46 | BT Acc: 52.60 | LM Acc: 93.43 | TT Acc: 85.15
Idx 230; By LM; LR Iter17 %: 0.24; BT Iter4 %: 0.16; LR Acc: 55.22 | BT Acc: 52.87 | LM Acc: 93.48 | TT Acc: 85.22
Idx 231; By LR; LR Iter17 %: 0.25; BT Iter4 %: 0.16; LR Acc: 55.41 | BT Acc: 52.87 | LM Acc: 93.48 | TT Acc: 85.28
Idx 232; By LM; LR Iter17 %: 0.25; BT Iter4 %: 0.16; LR Acc: 55.60 | BT Acc: 52.57 | LM Acc: 93.53 | TT Acc: 85.34
Idx 233; By LM; LR Iter17 %: 0.24; BT Iter4 %: 0.15; LR Acc: 55.36 | BT Acc: 52.84 | LM Acc: 93.57 | TT Acc: 85.41
Idx 234; By LR; LR Iter17 %: 0.25; BT Iter4 %: 0.15; LR Acc: 55.56 | BT Acc: 52.84 | LM Acc: 93.57 | TT Acc: 85.47
Idx 235; By LM; LR Iter17 %: 0.25; BT Iter4 %: 0.15; LR Acc: 55.74 | BT Acc: 53.11 | LM Acc: 92.91 | TT Acc: 85.11
Idx 236; By LM; LR Iter17 %: 0.25; BT Iter4 %: 0.15; LR Acc: 55.93 | BT Acc: 53.37 | LM Acc: 92.96 | TT Acc: 85.17
Idx 237; By LR; LR Iter17 %: 0.25; BT Iter4 %: 0.15; LR Acc: 56.12 | BT Acc: 53.37 | LM Acc: 92.96 | TT Acc: 85.23
Idx 238; By LM; LR Iter17 %: 0.25; BT Iter4 %: 0.15; LR Acc: 55.88 | BT Acc: 53.63 | LM Acc: 93.01 | TT Acc: 85.29
Idx 239; By LR; LR Iter17 %: 0.25; BT Iter4 %: 0.15; LR Acc: 56.07 | BT Acc: 53.63 | LM Acc: 93.01 | TT Acc: 85.36
Idx 240; By LR; LR Iter17 %: 0.25; BT Iter4 %: 0.15; LR Acc: 56.25 | BT Acc: 53.63 | LM Acc: 93.01 | TT Acc: 85.42
Idx 241; By LM; LR Iter17 %: 0.25; BT Iter4 %: 0.15; LR Acc: 56.43 | BT Acc: 53.89 | LM Acc: 93.06 | TT Acc: 85.48
Idx 242; By LM; LR Iter18 %: 0.25; BT Iter4 %: 0.15; LR Acc: 56.61 | BT Acc: 53.59 | LM Acc: 93.10 | TT Acc: 85.54
Idx 243; By LM; LR Iter18 %: 0.25; BT Iter4 %: 0.15; LR Acc: 56.79 | BT Acc: 53.30 | LM Acc: 93.15 | TT Acc: 85.60
Idx 244; By LM; LR Iter18 %: 0.25; BT Iter4 %: 0.15; LR Acc: 56.97 | BT Acc: 53.55 | LM Acc: 93.20 | TT Acc: 85.66
Idx 245; By LM; LR Iter18 %: 0.25; BT Iter4 %: 0.15; LR Acc: 57.14 | BT Acc: 53.26 | LM Acc: 93.24 | TT Acc: 85.71
Idx 246; By LM; LR Iter18 %: 0.25; BT Iter4 %: 0.15; LR Acc: 57.32 | BT Acc: 53.51 | LM Acc: 93.29 | TT Acc: 85.77
Idx 247; By LM; LR Iter18 %: 0.25; BT Iter4 %: 0.15; LR Acc: 57.49 | BT Acc: 53.23 | LM Acc: 93.33 | TT Acc: 85.83
Idx 248; By LM; LR Iter18 %: 0.25; BT Iter4 %: 0.15; LR Acc: 57.26 | BT Acc: 53.48 | LM Acc: 93.38 | TT Acc: 85.89
Idx 249; By LM; LR Iter18 %: 0.24; BT Iter4 %: 0.14; LR Acc: 57.43 | BT Acc: 53.72 | LM Acc: 93.42 | TT Acc: 85.94
Idx 250; By LR; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.60 | BT Acc: 53.72 | LM Acc: 93.42 | TT Acc: 86.00
Idx 251; By LM; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.37 | BT Acc: 53.97 | LM Acc: 93.46 | TT Acc: 86.06
Idx 252; By LM; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.14 | BT Acc: 53.68 | LM Acc: 93.51 | TT Acc: 86.11
Idx 253; By LR; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.31 | BT Acc: 53.68 | LM Acc: 93.51 | TT Acc: 86.17
Idx 254; By LM; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.48 | BT Acc: 53.93 | LM Acc: 93.55 | TT Acc: 86.22
Idx 255; By LM; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.65 | BT Acc: 53.65 | LM Acc: 93.59 | TT Acc: 86.27
Idx 256; By LM; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.81 | BT Acc: 53.89 | LM Acc: 93.63 | TT Acc: 86.33
Idx 257; By LR; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.98 | BT Acc: 53.89 | LM Acc: 93.63 | TT Acc: 86.38
Idx 258; By LR; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 58.14 | BT Acc: 53.89 | LM Acc: 93.63 | TT Acc: 86.43
Idx 259; By LM; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.92 | BT Acc: 54.12 | LM Acc: 93.67 | TT Acc: 86.49
Idx 260; By LR; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 58.08 | BT Acc: 54.12 | LM Acc: 93.67 | TT Acc: 86.54
Idx 261; By LM; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.85 | BT Acc: 54.36 | LM Acc: 93.71 | TT Acc: 86.59
Idx 262; By LM; LR Iter19 %: 0.25; BT Iter4 %: 0.14; LR Acc: 57.63 | BT Acc: 54.08 | LM Acc: 93.75 | TT Acc: 86.64
Idx 263; By LM; LR Iter20 %: 0.25; BT Iter5 %: 0.14; LR Acc: 57.79 | BT Acc: 54.31 | LM Acc: 93.79 | TT Acc: 86.69
Idx 264; By LM; LR Iter20 %: 0.25; BT Iter5 %: 0.14; LR Acc: 57.95 | BT Acc: 54.55 | LM Acc: 93.83 | TT Acc: 86.74
Idx 265; By LM; LR Iter20 %: 0.25; BT Iter5 %: 0.14; LR Acc: 58.11 | BT Acc: 54.27 | LM Acc: 93.87 | TT Acc: 86.79
Idx 266; By LR; LR Iter20 %: 0.25; BT Iter5 %: 0.14; LR Acc: 58.27 | BT Acc: 54.27 | LM Acc: 93.87 | TT Acc: 86.84
Idx 267; By LM; LR Iter20 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.43 | BT Acc: 54.50 | LM Acc: 93.90 | TT Acc: 86.89
Idx 268; By LM; LR Iter20 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.21 | BT Acc: 54.23 | LM Acc: 93.94 | TT Acc: 86.94
Idx 269; By LM; LR Iter20 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.36 | BT Acc: 53.96 | LM Acc: 93.98 | TT Acc: 86.99
Idx 270; By LM; LR Iter20 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.52 | BT Acc: 54.19 | LM Acc: 94.01 | TT Acc: 87.04
Idx 271; By LM; LR Iter20 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.30 | BT Acc: 54.41 | LM Acc: 94.05 | TT Acc: 87.08
Idx 272; By LR; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.46 | BT Acc: 54.41 | LM Acc: 94.05 | TT Acc: 87.13
Idx 273; By LR; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.61 | BT Acc: 54.41 | LM Acc: 94.05 | TT Acc: 87.18
Idx 274; By LM; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.39 | BT Acc: 54.63 | LM Acc: 94.08 | TT Acc: 87.23
Idx 275; By LM; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.55 | BT Acc: 54.85 | LM Acc: 94.12 | TT Acc: 87.27
Idx 276; By LM; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.33 | BT Acc: 54.59 | LM Acc: 94.15 | TT Acc: 87.32
Idx 277; By LR; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.48 | BT Acc: 54.59 | LM Acc: 94.15 | TT Acc: 87.36
Idx 278; By LM; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.63 | BT Acc: 54.33 | LM Acc: 94.19 | TT Acc: 87.41
Idx 279; By LM; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.42 | BT Acc: 54.07 | LM Acc: 94.22 | TT Acc: 87.46
Idx 280; By LR; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.57 | BT Acc: 54.07 | LM Acc: 94.22 | TT Acc: 87.50
Idx 281; By LM; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.36 | BT Acc: 54.29 | LM Acc: 94.25 | TT Acc: 87.54
Idx 282; By LM; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.16 | BT Acc: 54.03 | LM Acc: 94.29 | TT Acc: 87.59
Idx 283; By LM; LR Iter21 %: 0.25; BT Iter5 %: 0.13; LR Acc: 57.95 | BT Acc: 53.77 | LM Acc: 94.32 | TT Acc: 87.63
Idx 284; By LM; LR Iter22 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.10 | BT Acc: 53.99 | LM Acc: 94.35 | TT Acc: 87.68
Idx 285; By LR; LR Iter22 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.25 | BT Acc: 53.99 | LM Acc: 94.35 | TT Acc: 87.72
Idx 286; By LM; LR Iter22 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.04 | BT Acc: 53.74 | LM Acc: 93.82 | TT Acc: 87.41
Idx 287; By LM; LR Iter22 %: 0.25; BT Iter5 %: 0.13; LR Acc: 58.19 | BT Acc: 53.95 | LM Acc: 93.85 | TT Acc: 87.46
Idx 288; By LR; LR Iter22 %: 0.25; BT Iter5 %: 0.12; LR Acc: 58.33 | BT Acc: 53.95 | LM Acc: 93.85 | TT Acc: 87.50
Idx 289; By LM; LR Iter22 %: 0.25; BT Iter5 %: 0.12; LR Acc: 58.48 | BT Acc: 53.70 | LM Acc: 93.89 | TT Acc: 87.54
Idx 290; By LM; LR Iter22 %: 0.25; BT Iter5 %: 0.12; LR Acc: 58.28 | BT Acc: 53.92 | LM Acc: 93.92 | TT Acc: 87.59
Idx 291; By LM; LR Iter22 %: 0.25; BT Iter5 %: 0.12; LR Acc: 58.08 | BT Acc: 54.13 | LM Acc: 93.96 | TT Acc: 87.63
Idx 292; By LM; LR Iter22 %: 0.25; BT Iter5 %: 0.12; LR Acc: 57.88 | BT Acc: 54.34 | LM Acc: 93.99 | TT Acc: 87.67
Idx 293; By LM; LR Iter22 %: 0.25; BT Iter5 %: 0.12; LR Acc: 58.02 | BT Acc: 54.55 | LM Acc: 94.02 | TT Acc: 87.71
Idx 294; By LR; LR Iter23 %: 0.25; BT Iter5 %: 0.12; LR Acc: 58.16 | BT Acc: 54.55 | LM Acc: 94.02 | TT Acc: 87.76
Idx 295; By LR; LR Iter23 %: 0.25; BT Iter5 %: 0.12; LR Acc: 58.31 | BT Acc: 54.55 | LM Acc: 94.02 | TT Acc: 87.80
Idx 296; By LR; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.11 | BT Acc: 54.55 | LM Acc: 94.02 | TT Acc: 87.50
Idx 297; By LR; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.25 | BT Acc: 54.55 | LM Acc: 94.02 | TT Acc: 87.54
Idx 298; By LM; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.39 | BT Acc: 54.30 | LM Acc: 94.05 | TT Acc: 87.58
Idx 299; By LM; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.19 | BT Acc: 54.05 | LM Acc: 94.09 | TT Acc: 87.63
Idx 300; By LM; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.33 | BT Acc: 54.26 | LM Acc: 93.58 | TT Acc: 87.33
Idx 301; By LR; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.47 | BT Acc: 54.26 | LM Acc: 93.58 | TT Acc: 87.38
Idx 302; By LM; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.61 | BT Acc: 54.46 | LM Acc: 93.62 | TT Acc: 87.42
Idx 303; By LM; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.75 | BT Acc: 54.22 | LM Acc: 93.65 | TT Acc: 87.46
Idx 304; By LR; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.55 | BT Acc: 54.22 | LM Acc: 93.65 | TT Acc: 87.17
Idx 305; By LM; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.36 | BT Acc: 53.98 | LM Acc: 93.16 | TT Acc: 86.89
Idx 306; By LM; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.17 | BT Acc: 54.19 | LM Acc: 93.19 | TT Acc: 86.93
Idx 307; By LM; LR Iter23 %: 0.26; BT Iter5 %: 0.12; LR Acc: 58.31 | BT Acc: 53.95 | LM Acc: 93.23 | TT Acc: 86.97
Idx 308; By LM; LR Iter24 %: 0.26; BT Iter6 %: 0.12; LR Acc: 58.44 | BT Acc: 54.15 | LM Acc: 93.26 | TT Acc: 87.01
Idx 309; By LR; LR Iter24 %: 0.26; BT Iter6 %: 0.12; LR Acc: 58.58 | BT Acc: 54.15 | LM Acc: 93.26 | TT Acc: 87.06
Idx 310; By LM; LR Iter24 %: 0.26; BT Iter6 %: 0.12; LR Acc: 58.71 | BT Acc: 54.35 | LM Acc: 93.30 | TT Acc: 87.10
Idx 311; By LR; LR Iter24 %: 0.26; BT Iter6 %: 0.12; LR Acc: 58.52 | BT Acc: 54.35 | LM Acc: 93.30 | TT Acc: 86.82
Idx 312; By LM; LR Iter24 %: 0.26; BT Iter6 %: 0.12; LR Acc: 58.33 | BT Acc: 54.11 | LM Acc: 93.33 | TT Acc: 86.86
Idx 313; By LM; LR Iter24 %: 0.26; BT Iter6 %: 0.12; LR Acc: 58.47 | BT Acc: 53.88 | LM Acc: 93.37 | TT Acc: 86.90
Idx 314; By LR; LR Iter24 %: 0.26; BT Iter6 %: 0.11; LR Acc: 58.60 | BT Acc: 53.88 | LM Acc: 93.37 | TT Acc: 86.94
Idx 315; By LR; LR Iter24 %: 0.26; BT Iter6 %: 0.11; LR Acc: 58.73 | BT Acc: 53.88 | LM Acc: 93.37 | TT Acc: 86.98
Idx 316; By LR; LR Iter24 %: 0.27; BT Iter6 %: 0.11; LR Acc: 58.86 | BT Acc: 53.88 | LM Acc: 93.37 | TT Acc: 87.03
Idx 317; By LM; LR Iter24 %: 0.26; BT Iter6 %: 0.11; LR Acc: 58.68 | BT Acc: 53.65 | LM Acc: 93.40 | TT Acc: 87.07
Idx 318; By LR; LR Iter24 %: 0.27; BT Iter6 %: 0.11; LR Acc: 58.81 | BT Acc: 53.65 | LM Acc: 93.40 | TT Acc: 87.11
Idx 319; By LM; LR Iter24 %: 0.27; BT Iter6 %: 0.11; LR Acc: 58.93 | BT Acc: 53.85 | LM Acc: 93.43 | TT Acc: 87.15
Idx 320; By LM; LR Iter24 %: 0.27; BT Iter6 %: 0.11; LR Acc: 59.06 | BT Acc: 54.04 | LM Acc: 93.47 | TT Acc: 87.19
Idx 321; By LR; LR Iter24 %: 0.27; BT Iter6 %: 0.11; LR Acc: 58.88 | BT Acc: 54.04 | LM Acc: 93.47 | TT Acc: 86.92
Idx 322; By LM; LR Iter24 %: 0.27; BT Iter6 %: 0.11; LR Acc: 58.70 | BT Acc: 53.81 | LM Acc: 93.50 | TT Acc: 86.96
Idx 323; By LM; LR Iter25 %: 0.27; BT Iter6 %: 0.11; LR Acc: 58.51 | BT Acc: 54.01 | LM Acc: 93.53 | TT Acc: 87.00
